0.5   312
1.5   303
2.5   306
3.5   265
4.5   251
5.5   261
6.5   221
7.5   232
8.5   204
9.5   175
10.5   135
11.5   130
12.5   123
13.5   116
14.5   103
15.5   78
16.5   96
17.5   89
18.5   79
19.5   62
20.5   64
21.5   60
22.5   60
23.5   44
24.5   38
25.5   42
26.5   38
27.5   40
28.5   29
29.5   35
30.5   35
31.5   25
32.5   30
33.5   15
34.5   28
35.5   26
36.5   16
37.5   26
38.5   21
39.5   28
40.5   17
41.5   14
42.5   16
43.5   13
44.5   9
45.5   10
46.5   15
47.5   10
48.5   15
49.5   13
50.5   18
51.5   12
52.5   11
53.5   15
54.5   11
55.5   15
56.5   8
57.5   11
58.5   9
59.5   7
60.5   9
61.5   7
62.5   6
63.5   6
64.5   6
65.5   5
66.5   5
67.5   4
68.5   8
69.5   7
70.5   5
71.5   7
72.5   9
73.5   7
74.5   4
75.5   2
76.5   5
77.5   4
78.5   4
79.5   3
80.5   5
81.5   5
82.5   3
83.5   5
84.5   6
85.5   3
86.5   4
87.5   4
88.5   4
89.5   3
90.5   3
91.5   4
92.5   2
93.5   6
94.5   5
95.5   6
96.5   7
97.5   4
98.5   1
99.5   2
