0.05   0
0.15   0
0.25   0
0.35   0
0.45   0
0.55   0
0.65   0
0.75   0
0.85   0
0.95   0
1.05   0
1.15   0
1.25   0
1.35   0
1.45   0
1.55   0
1.65   0
1.75   0
1.85   0
1.95   1
2.05   2
2.15   1
2.25   4
2.35   8
2.45   6
2.55   11
2.65   17
2.75   26
2.85   24
2.95   39
3.05   31
3.15   45
3.25   75
3.35   87
3.45   100
3.55   115
3.65   162
3.75   168
3.85   223
3.95   225
4.05   260
4.15   296
4.25   307
4.35   341
4.45   335
4.55   359
4.65   429
4.75   401
4.85   419
4.95   412
5.05   423
5.15   448
5.25   431
5.35   386
5.45   374
5.55   366
5.65   335
5.75   316
5.85   261
5.95   266
6.05   254
6.15   228
6.25   167
6.35   160
6.45   137
6.55   109
6.65   82
6.75   67
6.85   67
6.95   42
7.05   50
7.15   29
7.25   13
7.35   22
7.45   13
7.55   8
7.65   7
7.75   4
7.85   1
7.95   1
8.05   2
8.15   1
8.25   0
8.35   1
8.45   0
8.55   0
8.65   0
8.75   0
8.85   0
8.95   0
9.05   0
9.15   0
9.25   0
9.35   0
9.45   0
9.55   0
9.65   0
9.75   0
9.85   0
9.95   0
