0.125   0
0.375   0
0.625   0
0.875   0
1.125   0
1.375   0
1.625   0
1.875   0
2.125   0
2.375   1
2.625   0
2.875   5
3.125   14
3.375   14
3.625   27
3.875   26
4.125   38
4.375   41
4.625   53
4.875   76
5.125   102
5.375   119
5.625   130
5.875   161
6.125   154
6.375   228
6.625   241
6.875   250
7.125   281
7.375   262
7.625   266
7.875   301
8.125   309
8.375   302
8.625   327
8.875   329
9.125   333
9.375   370
9.625   295
9.875   299
10.125   327
10.375   281
10.625   304
10.875   274
11.125   269
11.375   251
11.625   259
11.875   227
12.125   236
12.375   194
12.625   174
12.875   157
13.125   156
13.375   140
13.625   149
13.875   120
14.125   119
14.375   106
14.625   97
14.875   73
15.125   79
15.375   82
15.625   60
15.875   64
16.125   54
16.375   46
16.625   37
16.875   43
17.125   21
17.375   28
17.625   27
17.875   26
18.125   22
18.375   15
18.625   16
18.875   17
19.125   15
19.375   13
19.625   9
19.875   11
20.125   9
20.375   6
20.625   6
20.875   3
21.125   4
21.375   4
21.625   3
21.875   2
22.125   1
22.375   1
22.625   2
22.875   0
23.125   0
23.375   1
23.625   2
23.875   1
24.125   0
24.375   0
24.625   0
24.875   1
